file_name,add,Domain,Phyla,CARD,Comment,HORTUS,Latin_name,CAT,ITA_CAT,CAT_Description,description,link,video,ITA_names,ITA_descr,CAT_ITA_descrizione,Number,NL,NL_descriptie,NLcat,CAT_NL_descriptie,English_name,Points,Climate,ITA_Climate,NL_Climate,Deadly_to_humans,venomous,poisonous,interesting_reproduction,plant_propagator,Pollinators,Extreme_Enviroments,Symbiotic_relationship,Complec_social_structures_or_intelligence,,,CAT_Descr-OLD
108-animalia-spidermonkey,,,,Vertebrates,,,Ateles geoffroyi,Primates,Primati,"""<p>PRIMATES are mammals.</p><p> Compared with other mammals, they have large brains (relative to body size), better eyesight, but a worse sense of smell.</p><p>Thousands of non-human primates are used in research because of their psychological and physiological similarity to humans.</p>""","""<p>From Central America, spider monkeys are very acrobatic.</p><p>American monkeys are the only ones able to use their tail for grabbing, hanging and swinging, functioning as an extra arm.</p>""",https://www.youtube.com/watch?v=JZdBZIqYFL4,https://www.youtube.com/watch?v=JZdBZIqYFL4,Scimmia ragno,"""<p>Originarie dell'America Centrale, le scimmie ragno sono molto acrobatiche.</p><p>Le scimmie americane sono le uniche in grado di usare la coda per afferrare, appendersi e dondolarsi, fungendo da braccio supplementare.</p>""","""<p>I PRIMATI sono mammiferi.</p><p>Rispetto ad altri mammiferi, hanno un cervello grande (in rapporto alle dimensioni del corpo), una vista migliore, ma olfatto peggiore.</p><p>Migliaia di primati non umani vengono utilizzati nella ricerca per la loro somiglianza psicologica e fisiologica con gli esseri umani.</p>""",00108,Slingeraap,"""<p> Singeraapjes komen uit Centraal-Amerika en zijn erg acrobatisch.</p> <p> Amerikaanse apen zijn de enige die hun staart kunnen gebruiken om te grijpen, te hangen en te zwaaien, en functioneren zo als extra arm.</p>""",Primaten,"“<p>PRIMATEN zijn zoogdieren.</p><p>Vergeleken met andere zoogdieren hebben ze grote hersenen (in verhouding tot de lichaamsgrootte), een beter gezichtsvermogen, maar een slechter reukvermogen.</p><p>Duizenden niet-menselijke primaten worden gebruikt voor onderzoek vanwege hun psychologische en fysiologische gelijkenis met mensen.</p>”",Spider Monkey,1,"Fruit-eater of the trees, helps to spread seeds, like other animals in the same habitat.","Si nutre di frutti degli alberi, aiutando a diffonderne semi, come altri animali nello stesso habitat.","Vruchteneter, helpt bij het verspreiden van zaden, net als andere dieren in dezelfde habitat.",,,,,1,,,,,,,
109-animalia-chordata-lemur,,,,Vertebrates,,,Lemur catta,Primates,Primati,"""<p>PRIMATES are mammals.</p><p> Compared with other mammals, they have large brains (relative to body size), better eyesight, but a worse sense of smell.</p><p>Thousands of non-human primates are used in research because of their psychological and physiological similarity to humans.</p>""","""<p>Like all lemurs, it is endemic to the island of Madagascar.</p><p>Its tail is longer than its body!</p><p>The ring-tailed lemur’s Latin name is catta because of its cat-like looks.</p><p>King Julien from the Dreamworks animation, is the most famous ring-tailed lemur: LIKES TO MOVE IT, MOVE IT!</p>""",https://www.youtube.com/watch?v=mlObl4sJcG4,https://www.youtube.com/watch?v=jcjDrE1ye-E,Lemure dalla coda ad anelli,"""<p>Come tutti i lemuri, è endemico dell'isola del Madagascar.</p><p>La sua coda è più lunga del corpo!</p><p>Il nome latino del lemure dalla coda ad anelli è catta, per via del suo aspetto felino.</p><p>Re Julien, del cartone animato della DreamWorks, è il lemure dalla coda ad anelli più famoso: MI PIACE COME TI MUOVI, MUOVI!</p>""","""<p>I PRIMATI sono mammiferi.</p><p>Rispetto ad altri mammiferi, hanno un cervello grande (in rapporto alle dimensioni del corpo), una vista migliore, ma olfatto peggiore.</p><p>Migliaia di primati non umani vengono utilizzati nella ricerca per la loro somiglianza psicologica e fisiologica con gli esseri umani.</p>""",00109,Ringstaartmaki,"""<p> Zoals alle Maki’s is hij endemisch voor het eiland Madagaskar.</p> <p> Zijn staart is langer dan zijn lichaam!</p> <p> De Latijnse naam van de ringstaartmaki is catta vanwege zijn katachtige uiterlijk.</p> <p> Koning Juliën uit de Dreamworks-animatie is de beroemdste ringstaartmaki: I LIKE TO MOVE IT, MOVE IT!’</p>''",Primaten,"“<p>PRIMATEN zijn zoogdieren.</p><p>Vergeleken met andere zoogdieren hebben ze grote hersenen (in verhouding tot de lichaamsgrootte), een beter gezichtsvermogen, maar een slechter reukvermogen.</p><p>Duizenden niet-menselijke primaten worden gebruikt voor onderzoek vanwege hun psychologische en fysiologische gelijkenis met mensen.</p>”",Ring-Tailed Lemur,1,"Madagascar species, with small population, spreads seeds with local impact.","Specie del Madagascar, con poco diffusa, disperde semi solo localmente.","Leeft in Madagaskar met kleine populatie, verspreidt zaden met lokale impact.",,,,,1,,,,,,,
110-animalia-mammifera-Field-Mouse,,,,Vertebrates,,,Apodemus sylvaticus,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>In spite of its small size and very tiny stomach, this rodent has a big appetite, eating as often as 15 - 20 times per day. This is why mice live near food sources.</p><p>Also, these flexible animals are capable of squeezing through spaces as small as the size of the section of a pencil.</p>""",https://www.youtube.com/watch?v=mOMJvDauMl8,https://www.youtube.com/watch?v=mOMJvDauMl8,Topo di campagna,"""<p>Nonostante le sue piccole dimensioni e il suo stomaco minuscolo, questo roditore ha un grande appetito, e deve mangiare anche 15-20 volte al giorno. Ecco perché i topi vivono vicino alle fonti di cibo.</p><p>Questi animali sono così flessibili da essere in grado di passare attraverso spazi piccoli quanto la sezione di una matita.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00110,Bosmuis,"""<p> Ondanks zijn kleine formaat en zeer kleine maag heeft dit knaagdier een grote eetlust, hij eet wel 15 tot 20 keer per dag. Daarom leven muizen in de buurt van voedselbronnen. </p> <p>Bovendien kunnen deze flexibele dieren zich door ruimtes wurmen zo klein als de diameter van een potlood.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Fieldmouse,1,Disperses seeds and serves as prey in local ecosystems.,Disperde semi e serve da preda negli ecosistemi locali.,Verspreidt zaden en dient als prooi in lokale ecosystemen.,1,,,,1,,,,,,,"""<p>Mammals are vertebrate animals that are able to generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>"""
111-animalia-chordata-european-rabbit,,,,Vertebrates,,,Oryctolagus cuniculus,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>Rabbits are very social creatures that live in groups.</p><p>They dig networks of burrows, where they spend most of their time together when not feeding.</p><p>A rabbit’s teeth never stop growing! That is why they always need something to chew that helps grind their ever-growing teeth.</p>""",https://www.youtube.com/watch?v=XF4TimSeGiU,https://www.youtube.com/watch?v=XF4TimSeGiU,Coniglio europeo,"""<p>I conigli sono creature molto sociali che vivono in gruppi.</p><p>Scavano reti di tane, dove trascorrono la maggior parte del tempo insieme, quando non sono impegnati a mangiare.</p><p>I denti dei conigli non smettono mai di crescere! Ecco perché hanno sempre bisogno di qualcosa da rosicchiare che li aiuti a consumare i denti in continua crescita.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00111,Konijn,"""<p> Konijnen zijn erg sociale dieren die in groepen leven. Ze graven netwerken van holen waar ze de meeste tijd samen doorbrengen, behalve als ze voedsel zoeken. </p> <p> De tanden van een konijn stoppen nooit met groeien! Daarom hebben ze altijd iets nodig om op te kauwen dat helpt hun steeds groeiende tanden te slijpen.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",European rabbit,1,Creates burrows and shape vegetation; invasive outside native range.,Crea tane e modella la vegetazione; invasivo al di fuori del suo ambiente nativo.,Graaft holen en vormt vegetatie; invasief buiten zijn oorspronkelijke leefgebied.,,,,,,,,,,,,
112-animalia-mammifera-African-Elephant,,,,Vertebrates,,,Loxodonta africana,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>The world’s largest land animal.</p><p>Their trunks are amazing: they have around 150,000 muscles, and are the most sensitive organ found in any mammal, it can contain up to 8 litres of water so are used to suck up water to drink, but also as a snorkel when elephants are swimming.</p>""",https://www.youtube.com/watch?v=v-xdWwDXRL0,https://www.youtube.com/watch?v=Aw6GkiCvcWs&t=17s,Elefante africano,"""<p>L'animale terrestre più grande del mondo.</p><p>La sua proboscide è incredibile: ha circa 150.000 muscoli ed è l'organo più sensibile tra i mammiferi. Può contenere fino a 8 litri d'acqua e viene quindi utilizzata per aspirare l'acqua da bere, ma anche come boccaglio quando gli elefanti nuotano.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00112,Afrikaanse olifant ,"""<p>Het grootste landdier ter wereld. Hun slurf is verbazingwekkend: hij heeft ongeveer 150.000 spieren en is het gevoeligste orgaan van alle zoogdieren. De slurf kan tot 8 liter water bevatten en wordt dus gebruikt om water op te zuigen om te drinken, maar ook als snorkel wanneer olifanten zwemmen.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",African elephant,3,"Engineers habitats, disperse seeds, and maintain climate-resilient ecosystems.","Progetta gli habitat, disperde semi e mantiene ecosistemi resilienti al clima.","Creëert habitats, verspreidt zaden en onderhoudt klimaatbestendige ecosystemen.",1,,,,1,,,1,1,,,
113-animalia-chordata-mammifera-manatee,,,,Vertebrates,,,Dugong dugon,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>Also called sea cow, it is one of four living species of the order Sirenia, also referred to by the common name sirens, deriving from the sirens of Greek mythology.</p><p>This comes from a legend about their discovery, involving lonely sailors mistaking them for mermaids.</p>""",https://www.youtube.com/watch?v=PyDmNXIa8Fo,https://www.youtube.com/watch?v=PyDmNXIa8Fo,Du-gongo,"""<p>Detta anche mucca di mare, è una delle quattro specie viventi dell'ordine Sirenia, nota anche con il nome comune di sirene, che deriva dalle sirene della mitologia greca.</p><p>Deriva da una leggenda sulla loro scoperta, secondo la quale alcuni marinai solitari le scambiarono per sirene.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00113,Doejong ,"""<p>Ze wordt ook wel zeekoe genoemd en is een van de vier levende soorten van de orde Sirenia, ook wel sirenen genoemd, afgeleid van de sirenen uit de Griekse mythologie. Dit komt door een legende over hun ontdekking, waarbij eenzame zeelieden ze voor zeemeerminnen aanzagen.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Du-gong,2,"Munches seagrass, which helps it grow and capture carbon from the air.","Si nutre di piante marine, favorendone la crescita e quindi la cattura del carbonio dall’aria.","Eet zeegras, wat helpt bij de groei en het opvangen van koolstof uit de lucht.",,,,,,,,,,,,
114-animalia-chordata-mammifera-anteater,,,,Vertebrates,,,Myrmecophaga tridactyla,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>They have poor vision, but excellent hearing and sense of smell.</p><p>Giant anteaters prey almost exclusively on social insects (i.e. ants and termites).</p><p>Giant anteaters do not have teeth; instead, they have tongues that can reach as much as 610 mm in length! They use this giant tongue to gather insects for food, extending it up to 150 times per minute.</p><p>They sleep as much as 15 hours each day and have relatively low metabolic rate, and has the lowest recorded body temperature of any placental mammal – 32.7° C.</p>""",https://www.youtube.com/watch?v=56nssP0-VWg,https://www.youtube.com/watch?v=IXhJ4pizEi4,Formichiere gigante,"""<p>Hanno una vista scarsa, ma udito e olfatto eccellenti.</p><p>I formichieri giganti predano quasi esclusivamente insetti sociali (come formiche e termiti).</p><p>I formichieri giganti non hanno denti; hanno invece una lingua che può raggiungere i 610 mm di lunghezza! Usano la gigante lingua per catturare insetti di cui nutrirsi, allungandola fino a 150 volte al minuto.</p><p>Dormono fino a 15 ore al giorno e hanno un metabolismo relativamente lento, con la temperatura corporea più bassa mai registrata tra tutti i mammiferi placentati: 32,7 °C.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00114,Reuzenmiereneter,"""<p>Ze zien slecht, maar hebben een uitstekend gehoor en reukvermogen.</p> <p> Reuzenmiereneters jagen bijna uitsluitend op sociale insecten (mieren en termieten). Ze hebben geen tanden, maar een tong die wel 610 mm lang kan worden! Ze gebruiken deze reuzentong om insecten te verzamelen en strekken hem tot 150 keer per minuut uit.</p> <p> Ze slapen 15 uur per dag en hebben een relatief lage stofwisseling. Hun lichaamstemperatuur is de laagste van alle placentazoogdieren, 32,7 °C.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Giant Anteater,1,Regulates ant and termite population; affect soil aeration and nutrients.,Regola le popolazioni di formiche e termiti; influisce sull’aerazione del suolo e sui suoi nutrienti.,Reguleert de populatie van mieren en termieten; beïnvloedt de beluchting en voedingsstoffen van de bodem.,,,,,,,,,,,,
115-plecotus_austriacus-BAT,,,,Vertebrates,,x,Plecotus austriacus,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>Bats hunt and move in the dark thanks to an ability called echolocation: they can sense the echo of the sound waves they emit to find obstacles and preys.</p><p>So they have an exceptional hearing ability, their favourite sense, that is why have their large ears.</p>""",https://www.youtube.com/watch?v=b3w9ZbRQIek,https://www.youtube.com/watch?v=b3w9ZbRQIek,Pipistrello orecchione grigio,"""<p>I pipistrelli cacciano e si muovono nell'oscurità grazie a una capacità chiamata ecolocalizzazione: riescono a percepire l'eco delle onde sonore che emettono per individuare ostacoli e prede.</p><p>Hanno quindi un udito eccezionale, il loro senso preferito, ed è per questo che hanno le orecchie tanto grandi.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00115,Grijze grootoorvleermuis,"""<p>Vleermuizen jagen en bewegen in het donker dankzij een vaardigheid die echolocatie wordt genoemd: ze kunnen de echo voelen van de geluidsgolven die ze uitzenden om obstakels en prooien te vinden. Ze hebben dus een uitzonderlijk gehoorvermogen en dat verklaard hun grote oren.</p>’’",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Grey long-eared bat,1,"Controls insect pests, protecting crops and forests in Europe and Asia.","Controlla gli insetti nocivi, proteggendo colture e foreste in Europa e Asia.",Bestrijdt insectenplagen en beschermt gewassen en bossen in Europa en Azië.,,,,,,,,,,,,
116-animalia-european-hedgehog,,,,Vertebrates,,x,Erinaceus europaeus,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>Hedgehogs are nocturnal which means that they sleep in the day and only come out at night.</p><p>Hedgehogs have the ability to hibernate (although not all do). Hibernating means that they make an hole for themselves up and stay in a dormant state for the whole winter.</p><p>Hedgehogs have around 5000 to 7000 spines on their back, each lasting about a year before dropping out and being replaced.</p><p>They have a vulnerable stomach, so they curl up into a spiky ball when predators such as badgers are around.</p>""",https://www.youtube.com/watch?v=TSwPV5qX5RM,https://www.youtube.com/watch?v=TSwPV5qX5RM,Porcospino europeo,"""<p>I ricci sono animali notturni, il che significa che dormono di giorno ed escono solo di notte.</p><p>I ricci hanno la capacità di andare in letargo (anche se non tutti lo fanno). Il letargo significa che si scavano una tana e rimangono in uno stato dormiente per tutto l'inverno.</p><p>I ricci hanno circa 5000-7000 spine sul dorso, ognuna delle quali dura circa un anno prima di cadere e essere sostituita.</p><p>Hanno uno stomaco vulnerabile, quindi si raggomitolano in una palla spinosa quando sono presenti predatori, come ad esempio i tassi.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00116,Egel,"""<p> Egels zijn nachtdieren, wat betekent dat ze overdag slapen en alleen ‘s nachts tevoorschijn komen.</p> <p> Egels kunnen een winterslaap houden (al doen ze dat niet allemaal).</p> <p> Ze hebben ongeveer 5000 tot 7000 stekels op hun rug die elk ongeveer een jaar meegaan voordat ze uitvallen en worden vervangen. Ze hebben een kwetsbare buik dus krullen ze zich op tot een stekelige bal als er roofdieren zoals dassen in de buurt zijn.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",European hedgehog,1,"Eats invertebrates like slugs, beetles, and caterpillars, supporting local ecolosystems.","Si nutre di invertebrati come lumache, coleotteri e bruchi, sostenendo gli ecosistemi locali.","Eet ongewervelde dieren zoals slakken, kevers en rupsen, en ondersteunt zo lokale ecosystemen.",,,,,,,,,,,,
117-animalia-chordata-eventoed-black-rhyno-vero,,,,Vertebrates,,,Diceros bicornis,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>The black rhino has a reputation for being extremely aggressive and charges readily at perceived threats. They have even been observed to charge tree trunks and termite mounds.</p><p>Black rhinos will fight each other, and they have the highest rates of mortal combat recorded for any mammal:</p> <p> about 50% of males and 30% of females die from combat-related injuries.</p>""",https://www.youtube.com/watch?v=fj0W_2CHiuk,https://www.youtube.com/watch?v=fj0W_2CHiuk,Rinoceronte nero,"""<p>Il rinoceronte nero ha la reputazione di essere estremamente aggressivo e di caricare facilmente contro minacce percepite. Sono stati persino osservati caricare tronchi d'albero e termitai.</p><p>I rinoceronti neri combattono tra loro e hanno il più alto tasso di combattimenti mortali registrato tra tutti i mammiferi:</p> <p>circa il 50% dei maschi e il 30% delle femmine muoiono per ferite legate al combattimento.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00117,Zwarte neushoorn,"""<p> De zwarte neushoorn heeft de reputatie extreem agressief te zijn en ze vallen snel aan als ze zich bedreigd voelen. Er is zelf waargenomen dat ze boomstammen en termietenheuvels aanvallen.</p> <p>Gevechten tussen zwarte neushoorns hebben het hoogste percentage dodelijke afloop van alle zoogdieren: ongeveer 50% van de mannetjes en 30% van de vrouwtjes sterft aan verwondingen door gevechten.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Black rhinoceros,2,Shapes vegetation and enhances habitat diversity.,Modella la vegetazione e migliora la diversità degli habitat.,Vormt vegetatie en vergroot de diversiteit in habitats.,,,,,,,,,,,,
118-animalia-horse,,,,Vertebrates,,x,Equus ferus,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>The modern domesticated horse (Equus ferus caballus) is a different sub-species from the existing wild Equus ferus.</p><p>Wild horses are generally found in wide-open areas, and grasslands serve as the wild horses’ habitat.</p><p>Wild horses generally recognize humans as threats and can easily attack if they feel threatened. Their attack could also cause death.</p>""",https://www.youtube.com/watch?v=Zlhlj0Bzluo,https://www.youtube.com/watch?v=_uhIhkuh6zo,Cavallo,"""<p>Il rinoceronte nero ha la reputazione di essere estremamente aggressivo e di caricare facilmente contro minacce percepite. Sono stati persino osservati caricare tronchi d'albero e termitai.</p><p>I rinoceronti neri combattono tra loro e hanno il più alto tasso di combattimenti mortali registrato tra tutti i mammiferi:</p> <p>circa il 50% dei maschi e il 30% delle femmine muoiono per ferite legate al combattimento.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00118,Paard,"""<p>Het moderne gedomesticeerde paard Equus ferus caballus is een ondersoort van de bestaande wilde Equus ferus.</p> <p> Wilde paarden worden over het algemeen aangetroffen in open graslanden. Ze zien mensen over het algemeen als bedreiging en kunnen gemakkelijk aanvallen als ze zich bedreigd voelen. Hun aanval kan de dood tot gevolg hebben.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Horse,2,"Plant-eater, spreading seeds, helps grasslands staying healthy.","Erbivoro che disperde semi, contribuendo alla salute delle praterie.","Planteneter, verspreidt zaden, helpt graslanden gezond te blijven.",,,,,1,,,,,,,
119-animalia-asian-bactrian-camel,,,,Vertebrates,,,Camelus bactrianus,Mammals,Mammiferi,"""<p>MAMMALS can generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p><p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>The wild Bactrian camel is a completely different species from the domesticated camel. It is the only truly wild camel left in the world!</p><p>These amazing animals are some of the toughest creatures on Earth. They survive in places where the temperature changes a lot—burning hot (+40°C) in summer and freezing cold (-30°C) in winter.</p><p>Their humps store fat, which gives them energy and helps them go a long time without water.</p> <p> Their big, wide feet help them walk easily on soft sand and rough, rocky ground.</p>""",https://www.youtube.com/watch?v=t6nyWd3w3Gs,https://www.youtube.com/watch?v=pMZXViDkKME,Cammello asiatico,"""<p>Il cammello battriano selvatico è una specie completamente diversa da quello domestico. È l'unico cammello veramente selvatico rimasto al mondo!</p><p>Questi incredibili animali sono tra le creature più resistenti della Terra. Sopravvivono in luoghi con forti sbalzi di temperatura: caldissimi (+40 °C) d'estate e freddissimi (-30 °C) d'inverno.</p><p>Le loro gobbe immagazzinano grasso, che fornisce loro energia e li aiuta a resistere a lungo senza acqua.</p> <p>I loro piedi grandi e larghi li aiutano a camminare facilmente sulla sabbia soffice e sul terreno accidentato e roccioso.</p>""","""<p>I MAMMIFERI possono generare calore internamente (a differenza, ad esempio, dei rettili), hanno peli sul corpo e producono latte per nutrire i loro piccoli.</p><p>IL PIÙ PICCOLO: pipistrello dal naso di porco (1,4 gr)</p> <p> IL PIÙ GRANDE: balenottera azzurra (136.000 kg).</p>""",00119,Kameel,"""<p>De wilde Bactrische kameel is een andere soort dan de gedomesticeerde kameel en is de enige echt wilde kameelsoort ter wereld.</p> <p> Het is een van de schepsels op aarde met het grootste aanpassingsvermogen. Ze zijn bestand tegen extreme temperatuurschommelingen, van +40°C in de zomer tot -30°C in de winter. </p> <p>Ze gebruiken hun bulten om energie en water op te slaan en hun grote voeten om niet in het zand weg te zakken en om over moeilijke rotsachtige grond te lopen.</p>""",Zoogdieren,"“<p>ZOOGDIEREN kunnen hun eigen lichaamstemperatuur reguleren (anders dan bijvoorbeeld reptielen), hebben haar op hun lichaam en produceren melk om hun baby's te voeden.</p><p>KLEINSTE: varkensneusvleermuis (1,4 gr)</p> <p>GROOTSTE: blauwe vinvis (136.000 kg).</p>”",Asian camel,1,Domesticated species supporting human livelihoods in arid habitats.,Specie domestica che sostiene i mezzi di sussistenza umani in habitat aridi.,Gedomesticeerde soort die het levensonderhoud van mensen in droge habitats ondersteunt.,,,,,1,,1,,,,,
