file_name,add,Domain,Phyla,CARD,CAT,Comment,HORTUS,Latin_name,CAT_Description,description,link,video,ITA_names,ITA_descr,CAT_ITA_descrizione,Number,NL,NL_descriptie,CAT_NL_descriptie,English_name
69-animalia-prayingmantis,,,,Invertebrates,Insect,,x,Mantis religiosa,,"""<p>The name comes from the pose of the two front paws in a resting position, which recalls an attitude of prayer.</p> <p> They are famous for their sexual cannibalism: males are attacked and eaten after, during, sometimes even before mating.</p> <p> For this reason, when males approach females, they move cautiously and very slowly. Upon sighting a female, the male usually freezes or moves in imitation of his surroundings. Sometimes it sways lightly like leaves in the wind, always watching every move.</p> <p> They therefore often need several hours before getting on the female’s back.</p>""",https://www.youtube.com/watch?v=YBt6s7CHFQA,https://www.youtube.com/watch?v=Th15ia-Up_s,Mantide religiosa,"""Il nome deriva dalla posa delle due zampe davanti in posizione di riposo, che ricorda un atteggiamento di preghiera.
Sono famoe per loro cannibalismo sessuale: i maschi vengono attaccati e mangiati dopo, durante, a volte anche prima dell’accoppiamento. 
Per questo motivo, i maschi quando si avvicinano alle femmine si muovono cauti e molto lenti. Dopo aver avvistato una femmina, il maschio di solito si blocca o si muove imitando l’ambiente che lo circonda. A volte dondola leggermente come le foglie al vento, controllando sempre ogni mossa. Spesso hanno quindi bisogno di diverse ore prima di salire sulla schiena della femmina.""",,69,Bidsprinkhaan,"""<p>De naam komt van de rusthouding van de twee voorpoten, die doet denken aan een gebedshouding.</p> <p> Ze staan bekend om hun seksueel kannibalisme: mannetjes worden aangevallen en opgegeten na, tijdens en soms zelfs voor de paring. Daarom bewegen mannetjes die vrouwtjes benaderen zich voorzichtig en heel langzaam. Bij het zien van een vrouwtje bevriest het mannetje meestal of beweegt hij in navolging van zijn omgeving. Soms wiegt hij lichtjes als bladeren in de wind, terwijl hij elke beweging in de gaten houdt. Ze hebben daarom vaak enkele uren nodig voordat ze op de rug van het vrouwtje zitten.</p>""",,Praying mantis
70-animalia-earwig-forficula-aurilaria,,,,Invertebrates,Insect,,x,Forficula aurilaria,,"""<p>They are useful to agriculture, because they eat aphids, reducing damage to orchards and plantations.</p> 
<p>Mothers take care of the eggs, moving them to a safe place, cleaning them and removing moulds and parasites. </p> <p>Once the eggs have hatched, they take care of the nymphs by bringing them food, until they feed by themselves.</p>
<p>This is very rare among insects, especially among non-social insects.</p>""",https://www.youtube.com/watch?v=HuOnqWpIL9E,https://www.youtube.com/watch?v=HuOnqWpIL9E,Forbicina,"""Sono utili all’agricoltura, perchè mangiano gli afidi, riducendo i danni a frutteti e piantagioni.
Cosa molto rara tra gli insetti (soprattutto tra gli insetti non sociali), le madri accustodiscono le uova, spostandole in un luogo sicuro, pulendole e rimuovendo muffe e parassiti. Una volta schiuse le uova, si prendono cura delle ninfe portando loro cibo, finché non riescono a farlo da sole.""",,70,Oorworm,"""<p>Ze zijn nuttig voor de landbouw omdat ze zich voeden met bladluizen, waardoor de schade aan boomgaarden en plantages wordt beperkt.</p> <p> Zeer zeldzaam onder insecten (vooral onder niet-sociale insecten) is dat de moeders voor de eieren zorgen. Ze brengen ze naar een veilige plek, maken ze schoon en verwijderen schimmels en parasieten. Zodra de eitjes zijn uitgekomen, verzorgen ze de nimfen door ze voedsel te brengen, totdat ze dat zelf kunnen vinden.</p>""",,Earwig
71-animalia-protostomes-arthropoda-insecta-Musca-Domestica,,,,Invertebrates,Insect,,x,Musca Domestica,,"""<p>They live on a liquid diet, since they don’t have a real mouth that can chew.</p> <p> Like butterflies, flies can taste food using their paws: Taste receptors are found on the undersides of their paws and on their feet.</p> <p> Flies with their amazing eyes are able to see everything around them even behind them.</p>""",https://www.youtube.com/watch?v=M2MA5pX99rE,https://www.youtube.com/watch?v=M2MA5pX99rE,Mosca domestica,"""Vivono con una dieta liquida, visto che non hanno una vera bocca che possa masticare. Come le farfalle, le mosche possono assaggiare il cibo usando le zampe: i recettori del gusto si trovano nella parte inferiore delle zampe e sui piedi. 
Le mosche con i loro incredibili occhi sono in grado di vedere tutto intorno a loro anche dietro.""",,71,Huisvlieg,"""<p>Ze leven op een vloeibaar dieet, omdat ze geen echte mond hebben waarmee ze kunnen kauwen. Net als vlinders kunnen vliegen voedsel proeven met hun poten: Smaakreceptoren zitten aan de onderkant van hun poten.</p> <p> Met hun verbazingwekkende ogen kunnen vliegen alles om hen heen zien, zelfs achter hen</p>""",,Fly
72-animalia-monarch-butterfly,,,,Invertebrates,Insect,,,Danaus plexippus,,"""<p>The population living in the East of North America is known for its great migrations.</p> <p> Each year in October together they move south from the northern and central of the United States and southern Canada to Florida and Mexico, covering thousands of miles.</p> <p> Every year in February or March they return north in reverse.</p>""",https://www.youtube.com/watch?v=1b87rwtXGzA,https://www.youtube.com/watch?v=1b87rwtXGzA,Farfalla Monarca,"""La popolazione che vive ad est del Nord America è nota per le sue grandi migrazioni. Ogni anno in ottobre tutte insieme si muovono verso sud dagli Stati Uniti settentrionali e centrali e dal Canada meridionale alla Florida e al Messico, percorrendo migliaia di miglia. 
Ogni anno in febbraio o marzo ritornano a nord con il percorso al contrario. """,,72,Monarchvlinder,"""<p>De bevolking in het oosten van Noord-Amerika staat bekend om zijn grote migraties. Elk jaar in oktober trekken ze samen zuidwaarts van het noorden en midden van de Verenigde Staten en het zuiden van Canada naar Florida en Mexico, waarbij ze duizenden kilometers afleggen. Elk jaar in februari of maart keren ze in omgekeerde richting terug naar het noorden.</p>""",,Monarch butterfly
73-animalia-imperor-moth,,,,Invertebrates,Insect,,,Saturnia pavonia,,"""<p>Male, red and orange, has a wingspan of about 60 mm, female is larger (about 80 mm) but less vibrant in colour. </p> <p>The wings of both are decorated with eye points: predators are deceived and attack the fake eyes instead of the real vital parts of the body.</p>""",https://www.youtube.com/watch?v=JQL25_hoQ1k,https://www.youtube.com/watch?v=JQL25_hoQ1k,Saturnia del pero,"""Il maschio ha un’apertura alare rossa e arancione di circa 60 mm, la femmina è più grande (circa 80 mm) ma di colore meno vivace. Le ali di entrambi sono decorati con punti oculari: i predatori sono ingannati e attaccano i finti occhi invece delle vere parti vitali del corpo.""",,73,Nachtpauwoog,"""<p>Het mannetje, rood en oranje, heeft een spanwijdte van ongeveer 60 mm, het vrouwtje is groter (ongeveer 80 mm) maar minder levendig van kleur.</p> <p> De vleugels van beide zijn versierd met oogpunten: roofdieren worden misleid en vallen de nepogen aan in plaats van de echte vitale delen van het lichaam</p>""",,Emperor moth
74-animalia-ladybird,,,,Invertebrates,Insect,,x,Coccinella magnifica,,"""<p>Both adults and larvae are predators. They eat aphids, mites, mealybugs and other pests as well as their eggs.</p> <p> Ladybugs usually live alone, but sometimes they gather in large groups. Best of all, most spawn in groups.</p> <p> They are found wherever there are plants and trees.</p> <p> During the cold season, they hibernate in a protected place.</p>""",https://www.youtube.com/watch?v=xOS5ZSTYs4I,https://www.youtube.com/watch?v=ws_D5nXOAJg,Coccinella,"""Sia adulti che larve sono predatori.
Mangiano afidi, acari, cocciniglie e altri parassiti e le anche loro uova.
Di solito le coccinelle vivono solitarie, ma a volte si riunirscono in grandi gruppi. Soprattutto, la maggior parte depone le uova in gruppi.
Si trovano ovunque ci siano piante e alberi. Durante la stagione fredda, vanno in letargo in un luogo protetto.""",,74,Lieveheersbeestje,"""<p>Zowel de volwassenen als de larven zijn roofdieren. Ze eten bladluizen, mijten, wolluizen en ander ongedierte, maar ook hun eitjes.</p> <p> Lieveheersbeestjes leven meestal alleen, maar soms verzamelen ze zich in grote groepen.</p> <p. Ze komen overal voor waar planten en bomen staan. Tijdens het koude seizoen overwinteren ze op een beschutte plek.</p>""",,Ladybird
75-animalia-stag-beetle,,,,Invertebrates,Insect,,x,Lucanus cervus,,"""<p>Males fly in search of a mate at dusk on humid, thunderous evenings between May and August.</p> <p> Females can fly as well, but they rarely do. Instead, they release pheromones to attract males to them.</p>
<p>Males use their large mandibles to wrestle other males during the mating season. They try to grab each other and the winner throws the loser to the ground.</p>
<p>Classical Greek myth claimed that a famous lyre-playing musician named Cerambus was rude to some nymphs who transformed him into a stag beetle as punishment.</p>""",https://www.youtube.com/watch?v=8g1ZUq3kkuM,https://www.youtube.com/watch?v=8g1ZUq3kkuM,Cervo volante,"""I maschi volano alla ricerca di un compagno al tramonto nelle serate umide e fragorose tra maggio e agosto. Anche le femmine possono volare, ma raramente lo fanno. Invece, rilasciano feromoni per attirare i maschi verso di loro.
I maschi usano le loro grandi mandibole per lottare con altri maschi durante la stagione degli amori. Cercano di afferrarsi l’un l’altro e il vincitore getta a terra il perdente.
Il mito greco classico sosteneva che un famoso musicista di nome Cerambus, che suonava la lira, fosse stato scortese con alcune ninfe che per punizione lo trasformarono in un cervo volante.""",,75,Vliegend hert,"""<p>Mannetjes vliegen op zoek naar een partner in de schemering op vochtige, onweersachtige avonden tussen mei en augustus. Vrouwtjes kunnen ook vliegen, maar doen dat zelden.</p> <p> Mannetjes gebruiken hun grote kaken om tijdens het paarseizoen met andere mannetjes te worstelen. Ze proberen elkaar vast te grijpen en de winnaar gooit de verliezer op de grond.</p> <p> De klassieke Griekse mythe beweerde dat een beroemde lierspelende muzikant genaamd Cerambus onbeschoft was tegen enkele nimfen die hem voor straf in een vliegend hert veranderde.</p>""",,Stag beetle
76-animalia-elegant-feather-star,,,,Invertebrates,Echinoderma,,,Tropiometra carinata,,"""<p>Even though they look a bit like plants, they are animals.</p> <p> They are found both in very shallow waters but also up to 9000 meters deep.</p>
<p>The mouth is on the upper surface and the anus is right next to the mouth…</p>""",https://www.youtube.com/watch?v=3JH52cA6SFs,https://www.youtube.com/watch?v=OyketlthVWg,Stella marina piumata,"""Anche se assomigliano un po’ alle piante, sono animali. Si trovano sia in acque molto basse ma anche fino a 9000 metri di profondità.
La bocca si trova sulla superficie superiore e l’ano è proprio accanto alla bocca...""",,76,Haarster,"""<p>Ook al lijken ze een beetje op planten, het zijn dieren.</p> <p> Je kunt ze vinden in zeer ondiepe wateren maar ook tot 9000 meter diepte.</p> <p> De mond bevindt zich aan de bovenkant en de anus ligt vlak naast de mond…</p>""",,Elegant feather star
77-animalia-white-sea-orchin,,,,Invertebrates,Echinoderma,,,Mesocentrotus franciscanus,,"""<p>The Red sea urchin lives in the Northern Pacific Ocean and it is the largest in area: it can reach 20 cm in diameter. The oldest living being found is estimated to be around 200 years old!</p>
<p>Sea urchins are omnivores. They have 5 teeth, protected under the body in the center. Each tooth has its own jaw that can move independently.</p>
<p>Between the spines they have 5 paired rows of small tube feet. At the tip of each foot is a small sucker. These hundreds of suckers allow the sea urchin to grab food and walk across the ocean floor.</p>""",https://www.youtube.com/watch?v=Uq3MCf_6HtI,https://www.youtube.com/watch?v=Uq3MCf_6HtI,Riccio di mare rosso,"""Il riccio di mare rosso vive nell’Oceano Pacifico settentrionale è il più grande dell’area: può raggiungere i 20 cm di diametro. Si stima che il più vecchio vivente trovato abbia circa 200 anni!
I ricci di mare sono onnivori. Hanno 5 denti, protetti sotto al corpo al centro. Ogni dente ha la sua mascella che può muoversi indipendente. 
Tra le spine hanno 5 file appaiate di numerosi piccoli piedi tubolari. In punta ad ogni piede c’è una ppiccola ventosa. Queste centinaia di ventose consentono il riccio sia di afferrare il cibo sia di camminare sul fondo dell’oceano.""",,77,Zee-egel,"""<p>De rode zee-egel leeft in de noordelijke Stille Oceaan en is qua omvang het grootst: hij kan een diameter van 20 cm bereiken.</p> <p> Het oudste gevonden levende wezen wordt geschat op ongeveer 200 jaar oud!</p> <p> Zee-egels zijn alleseters. Ze hebben 5 tanden, beschermd onder het midden van hun lichaam. Elke tand heeft zijn eigen kaak die onafhankelijk kan bewegen.</p> <p> Tussen de stekels hebben ze 5 gepaarde rijen kleine buisvoetjes. Aan het uiteinde van elke voet zit een kleine zuignap. Deze honderden zuignappen zorgen ervoor dat de zee-egel voedsel kan pakken en over de oceaanbodem kan lopen.</p>""",,Red sea urchin
78-animalia-red-starfish,,,,Invertebrates,Echinoderma,,,Echinaster sepositus,,"""<p>Starfish have no brains: they have a system of nerves distributed under their skin, which senses and reacts to touch, light and temperature.</p>
<p>They can regenerate lost arms. But sometimes the regeneration doesn’t go as planned and an extra arm grows.</p>""",https://www.britannica.com/video/82479/fishes-prey-behaviours-structures,https://www.youtube.com/watch?v=SpC6H-RkPyE,Stella Marina Rossa del Mediterraneo,"""Le stelle marine non hanno cervello: hanno un sistema di nervi distribuito sotto la loro pelle, che percepisce e reagisce al tatto, alla luce e alla temperatura. 
Possono rigenerare i bracci persi. A volte però la rigenerazione non va come previsto e cresce un braccio in più.""",,78,Mediterrane rode zeester,"""<p>Zeesterren hebben geen hersenen: ze hebben een systeem van zenuwen verspreid onder hun huid waarmee ze voelen en dat reageert op aanraking, licht en temperatuur.</p> <p> Ze kunnen verloren armen regenereren. Maar soms verloopt de regeneratie niet zoals gepland en groeit er een extra arm.</p>""",,Mediterranean Red Starfish
79-animalia-ophiacantha,,,,Invertebrates,Echinoderma,,,Ophiocoma wendtii,,"""<p>It has light sensitive cells that cover its body making it red in colour. Each of these cells receives light from its surroundings and, when combining this information with that of the others, it can create a whole picture. Just like the pixels of a computer image.</p>
<p>The visual system doesn’t work at night, these cells contract and go to rest. Then the animal changes colour to gray beige.</p>""",https://www.youtube.com/watch?v=VbiwogBsDSg,https://www.youtube.com/watch?v=nRGjDmmiXfg,Stella marina fragile rossa,"""Ha cellule sensibili alla luce che ricoprono il suo corpo rendendola di colore rosso. Ognuna di queste cellule riceve luce dall’ambiente circostante e, combinata questa informazione con quelle delle altre, può creare un’immagine intera. Proprio come i pixel di un’immagine al computer.
Il sistema visivo non funziona di notte, queste cellule si contraggono e vanno a riposo. Quindi l’animale cambia colore diventando grigio beige.""",,79,Slangster,"""<p>Hij heeft lichtgevoelige cellen die zijn lichaam bedekken, waardoor het rood van kleur is.</p> <p> Elk van deze cellen ontvangt licht uit zijn omgeving en door deze informatie te combineren met die van de anderen, kan het een heel beeld creëren. Net als de pixels van een computerbeeld. Het visuele systeem werkt 's nachts niet, deze cellen trekken samen en gaan rusten. Dan verandert het dier van kleur naar grijsbeige.</p>""",,Red brittle star
80-animalia-tardigrade,,,,Invertebrates,-,,x,Milnesium tardigradum,,"""<p>It is considered the strongest animal on Earth.</p>
<p>They can survive being boiled and frozen and go a decade without water.</p>
<p>They can be found in any biosphere on the planet, from mountain tops and ice caps to tropical rainforests and deep-sea trenches.</p>
<p>They are also the only known creatures to have survived the vacuum of space. For this he was chosen to be the first interstellar astronaut.</p>""",https://www.youtube.com/watch?v=IxndOd3kmSs,https://www.youtube.com/watch?v=IxndOd3kmSs,Tardigrado,"""È considerato l’animale più forte sulla Terra.
Possono sopravvivere all’essere bolliti e congelati e resistere per un decennio senza acqua. 
Possono essere trovati in qualsiasi biosfera del pianeta, dalle cime delle montagne e le calotte glaciali alle foreste pluviali tropicali e alle trincee di acque profonde.
Sono anche le uniche creature conosciute ad essere sopravvissute al vuoto dello spazio. Per questo è stato scelto per essere il primo astronauta interstellare.""",,80,Beerdiertje,"""<p>Het wordt beschouwd als het sterkste dier op aarde. Ze kunnen overleven als ze worden gekookt en ingevroren en kunnen tien jaar zonder water. </p> <p>Ze zijn te vinden in elke biosfeer op aarde, van bergtoppen en ijskappen tot tropische regenwouden en in de diepzee.</p> <p> Ze zijn ook de enige bekende wezens die het vacuüm van de ruimte hebben overleefd. Hiervoor werd hij gekozen als de eerste interstellaire astronaut.</p>""",,Sea Bear
81-animalia-river-lamprey,,,,Vertebrates,Petromyzon marinus,,,Petromyzon marinus,"""<p>Vertebrates are bilaterally symmetric, so the left is like the right seen through a mirror.</p> <p> The name is derived from the word vertebra, the bones or segments of the spinal column (check your back).</p> <p>Vertebrates tend to be more (a lot more) intelligent than invertebrates.</p>""","""<p>They don’t have jaws, but thanks to the largemouth, filled with circular rows of teeth, it feeds by sucking blood and bodily fluids of other fish.</p> <p> Basically an under-sea vampire.</p>""",https://www.youtube.com/watch?v=8jNs5G88TiI,https://www.youtube.com/watch?v=IQzQWgkUje8,Lampreda di mare,"""Non hanno mascelle, ma grazie alla bocca larga, piena di file circolari di denti, si nutre succhiando sangue e fluidi corporei di altri pesci. Fondamentalmente un vampiro sottomarino.""","I vertebrati sono bilateralmente simmetrici: la sinistra è come la destra vista attraverso uno specchio. 
Il nome deriva dalla parola vertebra, le ossa o segmenti della colonna vertebrale (le si può sentire toccandosi in mezzo alla schiena). I vertebrati tendono ad essere 
più (molto più) intelligenti degli 
invertebrati.",81,Zeeprik,"""<p>Ze hebben geen kaken, maar dankzij de grote mond gevuld met cirkelvormige rijen tanden voedt hij zich door bloed en lichaamsvloeistoffen uit andere vissen te zuigen. Eigenlijk een onderzeese vampier.</p>""","“<p>Wervels zijn bilateraal symmetrisch, dus links is als rechts gezien door een spiegel. De naam is afgeleid van het woord vertebra, de botten of segmenten van de wervelkolom (zoals bij je rug).</p> <p> Gewervelde dieren zijn over het algemeen intelligenter (veel intelligenter) dan ongewervelde dieren.</p>”",Sea lamprey
82-animalia-chordata-squalo-pinna-nera,,,,Vertebrates,Fish & Amphibians,,,Carcharhinus limbatus ,"""<p>Fish live in fresh and salt water.</p> <p> Evolutionarily, terrestrial vertebrates are considered to be highly modified fish as they have adapted to terrestrial habitat.</p>""","""<p>In 2008 DNA a female Black-tip shark fertilized her own egg, impregnating herself without the help of a male. This event is called parthenogenesis.</p> <p> We don’t know how rare it is among sharks in general or Black-tips in particular.</p>""",https://www.youtube.com/watch?v=zKBHFcnuYTw,https://www.youtube.com/watch?v=l_d_5OHlz7M,Squalo dalla punta nera,"""Nel 2008 il DNA di una femmina di squalo pinna nera ha fecondato il proprio uovo, impregnandosi senza l’aiuto di un maschio. Questo evento è chiamato partenogenesi. Non sappiamo quanto sia raro in generale tra gli squali o in particolare tra le punte nere.""","I pesci vivono in acque dolci e salate. Evolutivamente, i vertebrati terrestri sono considerati pesci altamente modificati poiché si sono adattati all’habitat terrestre.",82,Zwartpunthaai,"""<p>In 2008 bevruchtte een vrouwelijke zwartpunthaai met DNA haar eigen ei, waarbij ze zichzelf bevruchtte zonder de hulp van een mannetje.</p> <p> Deze gebeurtenis wordt parthenogenese genoemd. We weten niet hoe zeldzaam dit is onder haaien in het algemeen of onder zwartpunthaaien in het bijzonder.</p> ""","“<p>Vissen leven in zoet en zout water.</p> <p> Evolutionair gezien worden gewervelde landdieren beschouwd als sterk veranderde vissen, omdat ze zich hebben aangepast aan de terrestrische habitat.</p>”",Black-tip shark
83-animalia-chordata-regl-blue-tang,,,,Vertebrates,Fish & Amphibians,,,Paracanthurus hepatus,,"'<p>The meat of this fish is poisonous (don’t try it at home).</p>
<p>They can adjust the intensity of their hue from light blue to deep purple based on the environment or their stress level.</p>''",https://www.youtube.com/watch?v=i3o72xseBC8,https://www.youtube.com/watch?v=i3o72xseBC8,Pesce chirurgo blu,"La carne di questo pesce è velenosa (non provatela a casa).
Possono regolare l’intensità della loro tonalità dal blu chiaro al viola intenso in base all’ambiente o al loro livello di stress.",,83,Picasso doktersvis,‘’<p>Het vlees van deze vis is giftig (probeer het niet thuis).</p> <p> Ze kunnen de intensiteit van hun tint aanpassen van lichtblauw tot dieppaars op basis van de omgeving of hun stressniveau.</p>’’,,Regal blue tang
84-animalia-goldfish,,,,Vertebrates,Fish & Amphibians,,x,Carassius auratus ,,"""<p>Goldfish are the most famous aquarium fish in the world.</p>
<p>Lives in freshwater, if released into the wild, goldfish can group in large schools.</p>
<p>They communicate contentment and other emotions through subtle grunts, purrs, snorts, whistles, and hums. You can hear them even when they eat!</p>""",https://www.youtube.com/watch?v=_It40Yh5lG4,https://www.youtube.com/watch?v=_It40Yh5lG4,Pesce rosso,"""Il pesce rosso è il pesce d’acquario più famoso al mondo.
Vive in acque dolci, se rilasciato in natura, il pesce rosso può raggrupparsi in banchi numerosi.
Comunicano contentezza e altre emozioni attraverso sottili grugniti, fusa, sbuffi, fischi e mormorii. Si possono sentire anche quando mangiano!""",,84,Goudvis,"""<p>De goudvis is de populairste aquariumvis ter wereld.</p> <p> Hij leeft in zoet water en in het wild leven ze in een groep, een school genoemd.</p> <p> Ze communiceren over hun welbevinden en andere emoties door middel van subtiel geknor, gespin, gesnuif, geroep en gezoem.</p>""",,Goldfish
85-animalia-pufferfish,,,,Vertebrates,Fish & Amphibians,,,Arothron nigropunctatus,,"""<p>When they feel threatened, they can ingest huge amounts of water or air, turning them into large balls.</p> <p>They can swell up to two or three times normal size.</p>""",https://www.youtube.com/watch?v=Sgx4n_vN55g,https://www.youtube.com/watch?v=TkrSy3p40d4,Pesce palla,"""Quando si sentono minacciati, possono ingerire enormi quantità di acqua o aria, trasformandoli in grandi palle. Possono gonfiarsi fino a due o tre volte le normali dimensioni.""",,85,Zwartgevlekte kogelvis,"""<p>Als ze zich bedreigd voelen, kunnen ze enorme hoeveelheden water of lucht inslikken, waardoor ze in grote ballen veranderen.</p> <p> Ze kunnen tot twee of drie keer de normale grootte opzwellen.</p>""",,Pufferfish
86-animalia-australianlungfish,,,,Vertebrates,Fish & Amphibians,,,Neoceratodus forsteri,,"""<p>They aren’t real fish, but they aren’t amphibians either.</p>
<p>The external shape is similar to a fish but the internal anatomy has many similarities with that of amphibians.</p>
<p>During times of drought, this fish can survive by breathing air, emerging from the mud once or twice an hour.</p>
<p>Scientists observe it to understand the evolutionary transition from water to air.</p>""",https://www.youtube.com/watch?v=vGj3XJjPIuU,https://www.youtube.com/watch?v=vGj3XJjPIuU,Barramunda,"""Non sono veri pesci, ma nemmeno anfibi. 
La forma esterna è simile ad un pesce ma l’anatomia interna ha molte somiglianze con quella gli anfibi.
Durante i periodi di siccità, questo pesce può sopravvivere respirando aria, riemergendo dal fango una o due volte ogni ora. 
Gli scienziati lo osservano per capire la transizione evolutiva dall’acqua all’aria.""",,86,Australische longvis,"’’<p>Het zijn geen echte vissen, maar het zijn ook geen amfibieën.</p> <p> De externe vorm lijkt op die van een vis, maar de interne anatomie vertoont veel overeenkomsten met die van amfibieën.</p> <p> In tijden van droogte kan deze vis overleven door lucht in te ademen en één of twee keer per uur uit de modder te komen.</p> <p> Wetenschappers observeren het om de evolutionaire overgang van water naar lucht te begrijpen.</p>""",,Australian Lungfish
87-animalia-chordata-amphibia-Agalychnis-callidryas,,,,Vertebrates,Fish & Amphibians,,,Agalychnis callidryas,"""<p>Amphibians name, derived from the Greek amphibious meaning living a double life, because of their ability to exploit both aquatic and terrestrial habitats.</p> <p>They are the first to partially adapt to a semi-aquatic life.</p>""","""<p>When seated on a leaf, the red-eyed tree frog tucks its legs in close to its body and closes its eyes to hide—but when they sense a predator, they open their eyes and jump away, exposing a whole slew of dazzling colours.</p> 
<p>As a predator, you are looking for that bright blue/yellow contrasting colouration, but when the frog has landed and it just looks like a big green blob on a leaf, you may not detect it.</p>""",https://www.youtube.com/watch?v=7R-TZJzwNrQ,https://www.youtube.com/watch?v=7R-TZJzwNrQ,Raganella dagli occhi rossi,"""Quando è seduta su una foglia, la raganella dagli occhi rossi avvicina le zampe al corpo e chiude gli occhi per nascondersi, ma quando percepiscono un predatore, aprono gli occhi e saltano via, esponendo tutta una serie di colori abbaglianti.
Come predatore, stai cercando quella colorazione contrastante blu/giallo brillante, ma quando la rana è atterrata e sembra proprio una grande macchia verde su una foglia, potresti non rilevarla.""","Il nome anfibi, che deriva dal greco anfibio e significa che vivono una doppia vita, per la loro capacità di sfruttare sia gli habitat acquatici che quelli terrestri. Sono i primi ad adattarsi parzialmente alla vita semiacquatica.",87,Roodoogmakikikker,"""<p>Als de roodoogmakikikker op een blad zit, stopt hij zijn poten dicht bij zijn lichaam en sluit hij zijn ogen om zich te verstoppen - maar als ze een roofdier voelen, openen ze hun ogen en springen weg, waardoor een hele reeks oogverblindende kleuren zichtbaar wordt.</p> <p> Als roofdier ben je op zoek naar die helder blauw/gele contrasterende kleur, maar als de kikker is geland en hij ziet eruit als een grote groene klodder op een blad, kun je hem misschien niet ontdekken.</p>""","“<p>De naam amfibieën is afgeleid van het Griekse amfibisch, wat betekent dat ze een dubbelleven leiden, vanwege hun vermogen om zowel aquatische als terrestrische habitats te benutten. Ze zijn de eersten die zich gedeeltelijk hebben aangepast aan een semi-aquatisch leven.</p>”",Red-eyed frog
88-animalia-crestatus-newt,,,,Vertebrates,Fish & Amphibians,,x,Triturus cristatus,,"""<p>Individual great crested newts can be identified by looking at their bellies as the pattern of black spots they each sport is as unique as a fingerprint.</p> <p> As well as their distinctive crests, males make an extravagant dance display to woo females:</p> <p> they stand on their front legs, arch their back and wave their tail around.</p>""",https://www.youtube.com/watch?v=r_aJlGJq7uk,https://www.youtube.com/watch?v=r_aJlGJq7uk,Tritone crestato,"""Gli individui grandi tritoni crestati possono essere identificati uno dall’altro osservando il loro ventre poiché il disegno delle macchie nere è unico come un’impronta digitale. Oltre ad esibire le creste, i maschi danno vita a una stravagante esibizione di danza per corteggiare le femmine: stanno sulle zampe anteriori, inarcano la schiena agitando la coda.""",,88,Kamsalamander,"""<p>Individuele kamsalamanders kunnen worden geïdentificeerd door naar hun buik te kijken: het patroon van zwarte vlekken is zo uniek als een vingerafdruk.</p> <p> Naast hun kenmerkende kammen, maken mannetjes een extravagante dansshow om vrouwtjes het hof te maken: ze staan ​​op hun voorpoten, buigen hun rug en zwaaien met hun staart.</p>""",,Great crested newt
89-animalia-chameleon,,,,Vertebrates,Reptiles,,,Furcifer pardalis,"""<p>Reptiles are air-breathing vertebrates covered in special skin made up of scales, bony plates, or a combination.</p> <p> Their metabolism depends on the temperature of their environment (cold blood).</p>""","""<p>Original from Madagascar, it has a long prehensile tail which it uses as a fifth leg which gives it balance when it is climbing trees and shrubs.</p>
<p>It is one of the fastest in terms of the ability to change colour to court a female and face a male competitor.</p>
<p>Their eyes move independently from each other, giving them a full 360-degree arc of vision around their bodies.</p>""",https://www.youtube.com/watch?v=iY1QhkaGLDc,https://www.youtube.com/watch?v=iY1QhkaGLDc,Camaleonte pantera,"""Originario del Madagascar, ha una lunga coda prensile che utilizza come quinta zampa che gli conferisce equilibrio quando si arrampica su alberi e arbusti.
È uno dei più veloci in termini di capacità di cambiare colore per corteggiare una femmina o affrontare un concorrente maschio.
I loro occhi si muovono indipendentemente l’uno dall’altro, offrendo loro un arco visivo completo a 360 gradi attorno al corpo.""","I rettili sono Vertebrati che respirano aria ricoperti da una pelle composta da scaglie, placche ossee o una combinazione. Il loro metabolismo dipende dalla temperatura del loro ambiente (sangue freddo).",89,Panterkameleon,"‘’<p>Oorspronkelijk uit Madagaskar. Heeft een lange grijpstaart die wordt gebruikt als vijfde poot, wat hem evenwicht geeft als het in bomen en struiken klimt.</p> <p> Hij kan als een van de snelste van kleur veranderen om zich aan te passen aan zijn omgeving, of om een vrouwtje het hof te maken en een mannelijke concurrent af te schrikken.</p> <p> Hun ogen bewegen onafhankelijk van elkaar, waardoor ze de volledige 360 graden rond hun lichaam kunnen zien.</p>""","“<p>Reptielen zijn ademende gewervelde dieren die bedekt zijn met een speciale huid die bestaat uit schubben, beenplaten of een combinatie daarvan. Hun metabolisme is afhankelijk van de temperatuur van hun omgeving (koudbloedig).</p>”",Panther Chameleon
